,Drug,Cell
126,352299,RXF_393
74,156303,TK_10
178,673596,NCI_H23
240,757098,ACHN
254,759614,HCT_15
263,768593,UACC_62
260,765775,HT29
94,264137,PC_3
251,759155,A498
149,606173,OVCAR_3
121,344007,CCRF_CEM
67,141549,COLO205
24,63878,OVCAR_5
195,683555,SF_268
227,753686,RPMI_8226
1,752,HCC_2998
142,526598,ACHN
31,79037,HCT_15
236,756660,RXF_393
260,765775,NCI_ADR_RES
228,754230,A498
231,754771,COLO205
170,634724,COLO205
258,760764,OVCAR_3
93,256942,NCI_H226
5,1895,IGROV1
80,174121,MDA_N
175,639186,SR
49,111533,A549
130,355644,KM12
23,56410,PC_3
187,681640,HS578T
0,740,TK_10
78,169780,SNB_19
32,82151,OVCAR_8
103,287459,MDA_MB_231
233,755841,UACC_257
162,616348,SF_295
138,369395,NCI_ADR_RES
228,754230,786_0
129,354646,SK_MEL_2
80,174121,RPMI_8226
174,639174,SK_MEL_2
32,82151,RXF_393
155,606986,UACC_62
25,63984,MOLT_4
209,719627,NCI_H23
173,638066,OVCAR_5
26,71261,NCI_H322M
188,681641,CAKI_1
77,167780,MCF7
104,295499,UO_31
160,610459,UO_31
243,758230,NCI_H460
235,755985,IGROV1
196,683556,NCI_H23
61,134679,MDA_N
144,603074,CAKI_1
55,125066,SNB_19
10,9706,U251
108,301739,SF_268
161,613327,RPMI_8226
91,256439,SK_MEL_28
216,736198,OVCAR_3
111,308847,SF_268
94,264137,MDA_MB_435
195,683555,ACHN
68,143020,U251
65,139105,NCI_ADR_RES
42,102627,U251
66,141540,OVCAR_3
121,344007,HCC_2998
202,698037,OVCAR_5
237,756717,U251
164,619232,CCRF_CEM
90,249992,KM12
262,768112,SN12C
110,303812,SNB_19
148,606172,U251
78,169780,NCI_H522
143,603071,NCI_ADR_RES
125,352122,786_0
196,683556,SF_268
30,77213,TK_10
14,25154,SN12C
26,71261,SN12C
8,6396,TK_10
70,145668,SK_MEL_2
152,606499,DU_145
223,740521,PC_3
86,224131,SF_268
252,759195,PC_3
92,256927,BT_549
95,266046,SF_295
8,6396,SN12C
245,758255,IGROV1
166,627168,SW_620
265,783107,NCI_ADR_RES
24,63878,TK_10
174,639174,CCRF_CEM
265,783107,HCT_116
62,134727,SR
102,281612,M14
39,95466,NCI_H23
157,610456,MDA_N
44,105014,KM12
115,326231,SF_268
134,365798,A498
86,224131,EKVX
122,348948,HCT_116
97,268242,HCT_15
109,302991,KM12
211,724998,IGROV1
203,702294,SNB_19
214,734294,A549
23,56410,SW_620
190,681643,SR
254,759614,BT_549
113,314622,BT_549
76,164011,HL_60
122,348948,MALME_3M
257,760419,OVCAR_8
10,9706,MDA_MB_435
169,633782,MOLT_4
146,603077,SW_620
232,755384,OVCAR_5
7,3088,U251
156,609699,TK_10
222,740268,HOP_62
13,24559,K_562
51,118994,SN12C
59,132483,ACHN
108,301739,786_0
257,760419,COLO205
77,167780,HCT_15
237,756717,SK_MEL_5
208,719276,SK_MEL_2
234,755880,MALME_3M
239,757087,HCC_2998
249,758671,HCC_2998
211,724998,SK_MEL_2
203,702294,MDA_MB_435
76,164011,NCI_H460
241,757348,RPMI_8226
123,349174,NCI_H522
120,343499,SK_OV_3
127,353451,BT_549
131,357704,IGROV1
132,363812,HCT_116
12,19893,786_0
33,83142,RXF_393
99,271674,SK_MEL_5
57,127716,MCF7
44,105014,OVCAR_8
121,344007,HCT_116
80,174121,LOXIMVI
20,38721,NCI_H23
21,45388,SF_295
211,724998,CCRF_CEM
101,279836,PC_3
230,754366,UACC_257
130,355644,OVCAR_8
5,1895,HCT_116
40,95678,SR
265,783107,CCRF_CEM
118,337766,EKVX
81,176323,RPMI_8226
79,172112,OVCAR_3
12,19893,NCI_H322M
7,3088,UO_31
155,606986,HL_60
155,606986,MALME_3M
0,740,SK_OV_3
109,302991,IGROV1
40,95678,MOLT_4
52,122819,BT_549
69,143095,SNB_19
28,71851,SN12C
12,19893,OVCAR_4
34,85998,SK_MEL_28
158,610457,MDA_MB_435
174,639174,UO_31
123,349174,SW_620
162,616348,OVCAR_3
184,681637,NCI_H322M
186,681639,U251
83,182986,SNB_19
175,639186,OVCAR_3
162,616348,A549
262,768112,BT_549
250,758706,UACC_257
220,736624,SNB_75
113,314622,NCI_H322M
161,613327,EKVX
267,789797,IGROV1
30,77213,SF_539
179,681632,NCI_H226
20,38721,SW_620
216,736198,MALME_3M
210,721517,786_0
110,303812,NCI_H226
257,760419,HL_60
217,736201,MDA_MB_435
103,287459,HCT_15
110,303812,KM12
230,754366,HS578T
102,281612,HCT_116
186,681639,DU_145
14,25154,HL_60
8,6396,T47D
76,164011,TK_10
5,1895,SN12C
54,124463,NCI_H322M
182,681635,U251
90,249992,CCRF_CEM
60,134033,DU_145
138,369395,OVCAR_8
96,267469,SN12C
95,266046,LOXIMVI
264,772992,DU_145
262,768112,RPMI_8226
243,758230,HCT_116
268,791785,NCI_ADR_RES
108,301739,K_562
262,768112,SF_539
100,276382,OVCAR_8
222,740268,NCI_ADR_RES
12,19893,SF_268
13,24559,786_0
60,134033,PC_3
41,100880,HL_60
107,296934,TK_10
257,760419,PC_3
29,73754,M14
2,755,HCT_15
268,791785,LOXIMVI
29,73754,MDA_N
234,755880,UO_31
114,320846,ACHN
262,768112,UACC_257
261,767125,MDA_MB_435
165,623017,UACC_257
2,755,RXF_393
165,623017,SF_295
56,126771,HS578T
14,25154,A549
162,616348,UACC_257
255,759857,PC_3
79,172112,KM12
233,755841,LOXIMVI
178,673596,HCT_116
54,124463,MDA_MB_435
244,758251,HOP_62
99,271674,SK_MEL_2
19,34462,OVCAR_4
177,656889,U251
103,287459,HL_60
23,56410,MALME_3M
262,768112,SW_620
157,610456,HT29
126,352299,SF_539
188,681641,RXF_393
73,154948,COLO205
233,755841,COLO205
116,328410,HOP_62
185,681638,SF_295
87,241240,HCT_116
146,603077,HCT_116
104,295499,SN12C
180,681633,NCI_H522
64,138783,SF_539
258,760764,786_0
201,697912,HCT_15
38,95441,HCT_116
153,606869,OVCAR_3
50,118218,OVCAR_4
186,681639,SK_MEL_2
249,758671,SN12C
182,681635,HL_60
50,118218,SR
235,755985,OVCAR_3
43,104800,A549
108,301739,IGROV1
247,758612,CAKI_1
135,366140,MCF7
246,758423,RPMI_8226
11,14229,HT29
256,759878,NCI_H522
174,639174,786_0
49,111533,SW_620
135,366140,SK_MEL_2
202,698037,HCT_116
47,107392,NCI_H522
121,344007,BT_549
23,56410,NCI_H226
251,759155,SK_MEL_5
31,79037,T47D
67,141549,OVCAR_3
57,127716,IGROV1
244,758251,SK_MEL_5
39,95466,NCI_H322M
149,606173,SN12C
180,681633,SNB_75
238,757036,MDA_MB_435
201,697912,NCI_H322M
109,302991,MDA_MB_231
103,287459,BT_549
206,709237,SR
1,752,PC_3
260,765775,IGROV1
171,637037,ACHN
197,683557,TK_10
111,308847,OVCAR_3
86,224131,OVCAR_8
62,134727,RPMI_8226
120,343499,SNB_19
222,740268,NCI_H226
80,174121,BT_549
186,681639,UO_31
152,606499,M14
143,603071,U251
100,276382,MCF7
92,256927,KM12
160,610459,HCT_15
92,256927,COLO205
108,301739,SNB_75
14,25154,OVCAR_3
124,351710,RXF_393
164,619232,HCC_2998
55,125066,UACC_257
134,365798,LOXIMVI
99,271674,CAKI_1
119,338947,PC_3
49,111533,SK_MEL_28
54,124463,SR
172,637651,NCI_H522
221,737518,DU_145
232,755384,NCI_H522
137,369100,SF_539
222,740268,A498
212,725776,SW_620
245,758255,NCI_H226
114,320846,U251
248,758667,SNB_19
184,681637,K_562
72,153353,SNB_75
261,767125,BT_549
120,343499,IGROV1
194,682298,T47D
183,681636,NCI_H460
209,719627,SNB_19
198,683558,MDA_MB_231
232,755384,BT_549
165,623017,HOP_62
108,301739,MDA_N
154,606985,NCI_H23
222,740268,K_562
71,148958,RPMI_8226
24,63878,RPMI_8226
123,349174,SK_MEL_5
117,329680,MOLT_4
58,132313,UACC_62
9,8806,SF_268
212,725776,NCI_H460
48,109724,RPMI_8226
50,118218,MDA_MB_435
242,757804,SF_539
163,618939,IGROV1
154,606985,HT29
2,755,NCI_H322M
89,249910,HCT_15
127,353451,PC_3
1,752,SNB_19
169,633782,HT29
108,301739,UO_31
106,295501,IGROV1
55,125066,SF_268
197,683557,SNB_19
181,681634,U251
164,619232,EKVX
195,683555,SNB_19
1,752,CCRF_CEM
216,736198,HL_60
2,755,SR
75,163501,MALME_3M
265,783107,SK_MEL_5
10,9706,OVCAR_5
198,683558,M14
114,320846,OVCAR_4
173,638066,NCI_ADR_RES
230,754366,HOP_62
251,759155,NCI_H226
195,683555,NCI_H322M
35,89201,NCI_H460
140,374551,SNB_19
128,354258,T47D
73,154948,ACHN
131,357704,HS578T
94,264137,KM12
207,710270,NCI_H460
33,83142,SK_MEL_5
80,174121,MCF7
1,752,SK_MEL_5
99,271674,COLO205
153,606869,CCRF_CEM
226,752840,HOP_62
261,767125,CAKI_1
160,610459,ACHN
189,681642,LOXIMVI
163,618939,HOP_62
44,105014,EKVX
98,269148,OVCAR_5
199,694501,UACC_257
18,32065,MOLT_4
237,756717,RPMI_8226
179,681632,TK_10
17,27640,IGROV1
61,134679,HCT_116
229,754365,K_562
29,73754,U251
98,269148,UO_31
85,218321,UACC_62
104,295499,U251
63,135758,K_562
201,697912,HCT_116
251,759155,MDA_MB_435
180,681633,SF_539
141,409962,SK_OV_3
201,697912,CAKI_1
254,759614,MCF7
7,3088,OVCAR_8
144,603074,SF_295
176,643833,UACC_257
28,71851,HOP_62
194,682298,OVCAR_4
160,610459,HCT_116
39,95466,UO_31
253,759263,ACHN
10,9706,IGROV1
267,789797,SF_539
25,63984,COLO205
237,756717,CAKI_1
229,754365,NCI_H322M
200,697887,A498
149,606173,SF_268
196,683556,MDA_MB_435
159,610458,SF_295
230,754366,OVCAR_4
96,267469,K_562
64,138783,SNB_19
198,683558,UO_31
224,740645,SNB_19
57,127716,NCI_H226
66,141540,SR
10,9706,MDA_MB_231
165,623017,UO_31
158,610457,NCI_H23
248,758667,NCI_ADR_RES
73,154948,EKVX
147,606170,HCT_15
30,77213,SNB_19
243,758230,M14
101,279836,KM12
189,681642,SF_539
100,276382,SF_539
220,736624,HOP_92
127,353451,SK_OV_3
212,725776,NCI_ADR_RES
7,3088,LOXIMVI
258,760764,TK_10
108,301739,NCI_ADR_RES
58,132313,LOXIMVI
75,163501,KM12
76,164011,NCI_ADR_RES
243,758230,MCF7
163,618939,A549
197,683557,NCI_H226
51,118994,HOP_62
261,767125,786_0
246,758423,LOXIMVI
233,755841,A498
169,633782,RXF_393
17,27640,A498
115,326231,TK_10
79,172112,NCI_H522
143,603071,BT_549
156,609699,KM12
110,303812,MOLT_4
265,783107,PC_3
20,38721,U251
193,681646,A498
249,758671,NCI_H522
126,352299,MCF7
85,218321,A549
253,759263,RPMI_8226
118,337766,UACC_62
150,606497,OVCAR_8
55,125066,ACHN
94,264137,MDA_N
212,725776,SK_MEL_28
5,1895,MCF7
151,606498,K_562
91,256439,EKVX
181,681634,NCI_H460
191,681644,KM12
126,352299,T47D
59,132483,U251
102,281612,MDA_MB_435
55,125066,PC_3
70,145668,HOP_62
189,681642,NCI_H522
138,369395,HCT_15
194,682298,A498
251,759155,NCI_H322M
188,681641,HCT_116
241,757348,M14
207,710270,OVCAR_3
149,606173,NCI_H460
10,9706,M14
172,637651,MOLT_4
145,603076,SF_295
4,1390,SF_539
176,643833,NCI_H322M
26,71261,NCI_H522
54,124463,RXF_393
223,740521,HOP_62
234,755880,OVCAR_3
216,736198,HCT_15
30,77213,CAKI_1
223,740521,SN12C
215,735037,NCI_H322M
94,264137,NCI_H23
31,79037,OVCAR_4
32,82151,SF_539
215,735037,K_562
208,719276,U251
104,295499,A498
232,755384,SN12C
209,719627,SNB_75
250,758706,MALME_3M
144,603074,M14
256,759878,OVCAR_5
135,366140,UACC_257
181,681634,NCI_ADR_RES
136,368390,HOP_92
73,154948,KM12
146,603077,LOXIMVI
9,8806,NCI_H322M
79,172112,HOP_62
7,3088,NCI_H322M
251,759155,MCF7
181,681634,UACC_62
16,26980,SK_MEL_5
254,759614,HOP_92
208,719276,SR
69,143095,OVCAR_3
267,789797,HCT_116
63,135758,LOXIMVI
232,755384,SW_620
134,365798,MCF7
97,268242,SK_MEL_5
3,762,LOXIMVI
70,145668,786_0
103,287459,SF_268
248,758667,SF_539
268,791785,RXF_393
207,710270,RXF_393
195,683555,NCI_H23
28,71851,NCI_ADR_RES
33,83142,RPMI_8226
75,163501,UACC_62
77,167780,TK_10
20,38721,HCC_2998
222,740268,CAKI_1
133,364830,M14
265,783107,CAKI_1
129,354646,SK_MEL_5
15,26271,HCT_116
95,266046,UACC_62
181,681634,RXF_393
154,606985,RPMI_8226
15,26271,MALME_3M
267,789797,U251
228,754230,BT_549
186,681639,SF_295
195,683555,HL_60
199,694501,HL_60
201,697912,PC_3
161,613327,786_0
221,737518,SW_620
55,125066,M14
132,363812,MDA_MB_231
73,154948,OVCAR_3
129,354646,SNB_19
73,154948,UACC_62
103,287459,OVCAR_8
17,27640,NCI_ADR_RES
173,638066,MDA_N
16,26980,PC_3
58,132313,MCF7
180,681633,HS578T
60,134033,MDA_MB_231
83,182986,NCI_H522
95,266046,RPMI_8226
83,182986,SF_268
200,697887,ACHN
183,681636,NCI_ADR_RES
174,639174,NCI_H23
100,276382,786_0
114,320846,DU_145
30,77213,SW_620
46,107124,HCT_15
10,9706,KM12
79,172112,COLO205
182,681635,OVCAR_8
2,755,MALME_3M
155,606986,DU_145
137,369100,NCI_H322M
112,312887,NCI_H322M
47,107392,K_562
154,606985,RXF_393
147,606170,NCI_H322M
192,681645,M14
230,754366,SK_MEL_2
144,603074,ACHN
139,374028,NCI_H226
180,681633,DU_145
87,241240,NCI_H23
62,134727,U251
170,634724,IGROV1
130,355644,SNB_75
41,100880,HS578T
151,606498,LOXIMVI
236,756660,M14
256,759878,786_0
188,681641,MALME_3M
36,94600,HT29
237,756717,SN12C
159,610458,NCI_ADR_RES
135,366140,MOLT_4
231,754771,SN12C
148,606172,UACC_257
26,71261,SK_MEL_5
175,639186,IGROV1
23,56410,M14
136,368390,OVCAR_8
88,246131,NCI_H23
213,728073,HS578T
55,125066,KM12
208,719276,HS578T
204,706744,HCC_2998
159,610458,SF_539
52,122819,OVCAR_3
153,606869,MDA_MB_435
105,295500,NCI_H226
268,791785,NCI_H522
167,627505,SK_OV_3
71,148958,EKVX
143,603071,SK_MEL_5
58,132313,SR
13,24559,UO_31
123,349174,SR
12,19893,LOXIMVI
73,154948,SK_MEL_28
22,51143,UACC_257
41,100880,BT_549
28,71851,LOXIMVI
178,673596,SF_539
22,51143,OVCAR_8
71,148958,OVCAR_5
118,337766,OVCAR_8
222,740268,HCT_15
44,105014,LOXIMVI
167,627505,KM12
119,338947,MOLT_4
142,526598,CAKI_1
133,364830,UACC_257
179,681632,NCI_H460
31,79037,KM12
83,182986,IGROV1
258,760764,RPMI_8226
250,758706,HCT_116
33,83142,COLO205
268,791785,K_562
142,526598,HCT_116
102,281612,LOXIMVI
150,606497,MCF7
30,77213,SK_MEL_2
230,754366,CCRF_CEM
185,681638,SNB_19
248,758667,NCI_H23
189,681642,SK_MEL_5
112,312887,HCC_2998
189,681642,CCRF_CEM
237,756717,SW_620
188,681641,HL_60
260,765775,CAKI_1
104,295499,SK_MEL_5
128,354258,KM12
55,125066,SK_OV_3
138,369395,SF_268
136,368390,NCI_H23
259,765396,SK_OV_3
68,143020,NCI_H460
257,760419,M14
1,752,HOP_92
196,683556,M14
209,719627,UACC_257
15,26271,LOXIMVI
241,757348,HOP_62
246,758423,UO_31
132,363812,M14
61,134679,PC_3
1,752,NCI_H322M
129,354646,SW_620
242,757804,NCI_H23
4,1390,CCRF_CEM
230,754366,OVCAR_5
251,759155,M14
59,132483,SF_268
64,138783,OVCAR_3
44,105014,HCT_116
15,26271,COLO205
50,118218,CCRF_CEM
54,124463,MALME_3M
236,756660,NCI_H226
193,681646,CCRF_CEM
93,256942,UACC_257
89,249910,IGROV1
264,772992,MDA_MB_435
93,256942,MDA_MB_435
142,526598,T47D
103,287459,NCI_H23
230,754366,KM12
211,724998,OVCAR_5
54,124463,BT_549
16,26980,NCI_H322M
250,758706,SK_OV_3
113,314622,A549
268,791785,MCF7
244,758251,CAKI_1
221,737518,HOP_92
229,754365,SK_MEL_2
185,681638,CAKI_1
89,249910,HCT_116
201,697912,NCI_H23
211,724998,NCI_H226
182,681635,SN12C
46,107124,HL_60
143,603071,SW_620
115,326231,MOLT_4
131,357704,UACC_257
258,760764,HS578T
267,789797,SN12C
126,352299,OVCAR_8
52,122819,SNB_19
16,26980,SR
110,303812,MALME_3M
235,755985,SK_MEL_2
248,758667,DU_145
45,105132,KM12
142,526598,CCRF_CEM
41,100880,NCI_H522
3,762,SN12C
128,354258,SK_MEL_2
180,681633,SK_MEL_2
0,740,SF_295
7,3088,SR
52,122819,NCI_H226
73,154948,NCI_H522
4,1390,SNB_19
19,34462,NCI_ADR_RES
62,134727,NCI_ADR_RES
98,269148,UACC_62
183,681636,MDA_MB_231
160,610459,MDA_MB_231
222,740268,RXF_393
9,8806,SN12C
3,762,NCI_H322M
173,638066,SF_295
108,301739,SN12C
46,107124,A498
117,329680,CCRF_CEM
237,756717,RXF_393
225,747856,M14
61,134679,HT29
55,125066,786_0
25,63984,KM12
172,637651,SK_MEL_28
170,634724,PC_3
107,296934,ACHN
27,71795,SN12C
80,174121,786_0
80,174121,MDA_MB_435
198,683558,SNB_19
189,681642,IGROV1
181,681634,SK_OV_3
212,725776,NCI_H226
67,141549,T47D
197,683557,HL_60
195,683555,PC_3
141,409962,SK_MEL_28
132,363812,SK_MEL_28
238,757036,A549
72,153353,COLO205
9,8806,MCF7
63,135758,NCI_H23
110,303812,SF_539
137,369100,CCRF_CEM
5,1895,MDA_MB_231
12,19893,SK_MEL_2
264,772992,MOLT_4
199,694501,SK_OV_3
263,768593,HCC_2998
171,637037,SK_MEL_5
121,344007,SF_295
8,6396,IGROV1
234,755880,BT_549
248,758667,U251
94,264137,NCI_H460
83,182986,UACC_257
170,634724,SR
247,758612,PC_3
129,354646,K_562
35,89201,SK_MEL_28
89,249910,SK_MEL_2
70,145668,SR
179,681632,HCT_15
168,629971,CCRF_CEM
116,328410,OVCAR_8
34,85998,HL_60
96,267469,NCI_H522
60,134033,HS578T
206,709237,SK_MEL_28
214,734294,U251
122,348948,HCT_15
85,218321,SN12C
66,141540,M14
198,683558,786_0
55,125066,HOP_62
92,256927,DU_145
66,141540,SW_620
209,719627,HS578T
31,79037,SK_MEL_5
71,148958,IGROV1
233,755841,MDA_MB_435
135,366140,HL_60
149,606173,NCI_H522
100,276382,NCI_H522
160,610459,SF_268
97,268242,DU_145
101,279836,SK_MEL_2
193,681646,TK_10
98,269148,MDA_N
172,637651,U251
0,740,HCT_116
245,758255,UACC_257
154,606985,OVCAR_4
39,95466,HOP_92
255,759857,HCT_116
214,734294,RXF_393
246,758423,DU_145
195,683555,MOLT_4
46,107124,HCT_116
63,135758,SF_268
233,755841,SR
29,73754,OVCAR_4
118,337766,A498
247,758612,A498
161,613327,HOP_62
265,783107,A498
157,610456,K_562
128,354258,NCI_H522
9,8806,SK_OV_3
70,145668,OVCAR_3
254,759614,NCI_H522
42,102627,KM12
252,759195,DU_145
249,758671,CCRF_CEM
124,351710,SF_539
91,256439,LOXIMVI
243,758230,NCI_ADR_RES
45,105132,UO_31
109,302991,SNB_19
142,526598,MCF7
220,736624,DU_145
101,279836,HL_60
239,757087,BT_549
114,320846,BT_549
32,82151,SK_MEL_5
226,752840,OVCAR_3
71,148958,SF_295
21,45388,SF_268
17,27640,HS578T
265,783107,OVCAR_8
172,637651,RXF_393
115,326231,NCI_H23
40,95678,MALME_3M
6,3053,HCC_2998
77,167780,NCI_H23
27,71795,HOP_92
66,141540,EKVX
137,369100,PC_3
81,176323,MDA_N
129,354646,MALME_3M
248,758667,A498
253,759263,EKVX
111,308847,HCT_15
160,610459,SN12C
184,681637,CCRF_CEM
81,176323,CCRF_CEM
135,366140,KM12
39,95466,OVCAR_4
114,320846,OVCAR_8
119,338947,OVCAR_4
81,176323,UO_31
153,606869,A549
53,123127,KM12
65,139105,NCI_H322M
110,303812,K_562
124,351710,COLO205
98,269148,MALME_3M
82,178248,SF_539
156,609699,HCT_116
142,526598,SK_MEL_28
75,163501,HCC_2998
215,735037,NCI_H226
65,139105,HOP_62
131,357704,SF_268
179,681632,KM12
217,736201,SK_MEL_28
154,606985,MDA_N
65,139105,NCI_H226
133,364830,MDA_N
31,79037,SN12C
244,758251,NCI_H226
31,79037,HOP_92
81,176323,A498
236,756660,OVCAR_4
239,757087,NCI_H322M
91,256439,MOLT_4
22,51143,OVCAR_3
212,725776,SR
80,174121,SF_295
128,354258,HOP_62
150,606497,U251
85,218321,UO_31
45,105132,IGROV1
244,758251,786_0
88,246131,LOXIMVI
267,789797,T47D
241,757348,A498
102,281612,K_562
82,178248,SF_295
87,241240,OVCAR_3
110,303812,OVCAR_3
43,104800,SK_MEL_2
8,6396,U251
264,772992,BT_549
231,754771,SK_MEL_2
243,758230,MALME_3M
181,681634,CCRF_CEM
47,107392,M14
202,698037,UACC_257
197,683557,KM12
172,637651,A549
143,603071,K_562
53,123127,SK_MEL_28
66,141540,HOP_62
60,134033,CCRF_CEM
80,174121,OVCAR_3
51,118994,MALME_3M
34,85998,IGROV1
114,320846,K_562
236,756660,HL_60
52,122819,UACC_257
160,610459,SNB_19
125,352122,T47D
202,698037,NCI_H460
243,758230,T47D
8,6396,OVCAR_3
38,95441,HCT_15
107,296934,SK_MEL_5
138,369395,MOLT_4
259,765396,NCI_H522
182,681635,SK_MEL_2
89,249910,SW_620
257,760419,SK_MEL_2
193,681646,IGROV1
50,118218,HL_60
258,760764,UACC_62
195,683555,UO_31
94,264137,OVCAR_4
16,26980,HL_60
251,759155,U251
259,765396,HS578T
206,709237,NCI_H226
240,757098,SNB_75
227,753686,KM12
38,95441,KM12
5,1895,UACC_62
166,627168,TK_10
2,755,SN12C
174,639174,MDA_MB_231
199,694501,A498
267,789797,CAKI_1
176,643833,SK_MEL_2
262,768112,TK_10
90,249992,SW_620
173,638066,SF_268
67,141549,SN12C
213,728073,ACHN
35,89201,A549
152,606499,CAKI_1
201,697912,OVCAR_5
117,329680,786_0
202,698037,RPMI_8226
38,95441,HL_60
115,326231,COLO205
147,606170,UO_31
178,673596,NCI_H322M
194,682298,MOLT_4
170,634724,HCT_15
110,303812,HCT_116
99,271674,OVCAR_5
112,312887,OVCAR_8
80,174121,SK_MEL_28
52,122819,M14
72,153353,NCI_H226
147,606170,SNB_19
176,643833,HL_60
145,603076,HL_60
111,308847,SF_295
215,735037,HT29
196,683556,T47D
255,759857,U251
14,25154,RXF_393
168,629971,COLO205
242,757804,SNB_75
6,3053,SR
251,759155,OVCAR_3
115,326231,A549
125,352122,NCI_H522
153,606869,SK_MEL_2
134,365798,OVCAR_3
1,752,BT_549
43,104800,SK_MEL_5
267,789797,SK_MEL_28
191,681644,MDA_MB_231
199,694501,IGROV1
159,610458,HOP_92
28,71851,RPMI_8226
124,351710,SK_MEL_5
117,329680,BT_549
205,708298,HCC_2998
110,303812,HT29
56,126771,A549
229,754365,UACC_62
196,683556,MDA_MB_231
121,344007,IGROV1
9,8806,NCI_H226
260,765775,MALME_3M
215,735037,A549
165,623017,OVCAR_8
216,736198,NCI_H522
252,759195,SN12C
86,224131,SNB_19
193,681646,A549
132,363812,NCI_H460
218,736202,OVCAR_5
43,104800,HCT_116
8,6396,RPMI_8226
243,758230,HT29
30,77213,NCI_H460
247,758612,KM12
182,681635,SK_MEL_5
129,354646,T47D
49,111533,HT29
2,755,786_0
86,224131,MOLT_4
194,682298,UACC_257
198,683558,K_562
14,25154,RPMI_8226
15,26271,OVCAR_4
207,710270,U251
124,351710,HL_60
136,368390,HT29
213,728073,HOP_92
164,619232,SNB_75
263,768593,OVCAR_4
82,178248,M14
50,118218,NCI_H23
227,753686,SF_295
154,606985,BT_549
63,135758,OVCAR_4
78,169780,LOXIMVI
67,141549,EKVX
41,100880,NCI_ADR_RES
81,176323,RXF_393
162,616348,RPMI_8226
211,724998,MDA_MB_435
40,95678,COLO205
140,374551,IGROV1
211,724998,SW_620
260,765775,HOP_62
187,681640,EKVX
133,364830,NCI_H522
15,26271,NCI_H226
227,753686,SNB_75
247,758612,OVCAR_4
159,610458,M14
113,314622,SK_MEL_28
37,95382,OVCAR_3
50,118218,COLO205
84,184692,ACHN
176,643833,MALME_3M
165,623017,RPMI_8226
190,681643,NCI_H23
50,118218,SW_620
143,603071,NCI_H226
144,603074,SK_MEL_28
137,369100,786_0
19,34462,NCI_H226
98,269148,NCI_ADR_RES
261,767125,LOXIMVI
217,736201,SNB_75
127,353451,MALME_3M
116,328410,NCI_H322M
11,14229,IGROV1
41,100880,786_0
86,224131,TK_10
111,308847,IGROV1
7,3088,DU_145
74,156303,ACHN
145,603076,SNB_19
66,141540,DU_145
171,637037,IGROV1
263,768593,HL_60
71,148958,TK_10
25,63984,OVCAR_8
142,526598,OVCAR_3
213,728073,U251
244,758251,SK_MEL_2
53,123127,DU_145
177,656889,HCT_116
219,736493,SF_295
116,328410,KM12
81,176323,HCC_2998
53,123127,UACC_62
145,603076,NCI_H322M
259,765396,M14
107,296934,HS578T
113,314622,HOP_92
262,768112,NCI_ADR_RES
206,709237,HT29
26,71261,786_0
13,24559,HCT_116
215,735037,PC_3
127,353451,SK_MEL_28
31,79037,NCI_ADR_RES
74,156303,HCT_15
82,178248,HS578T
44,105014,K_562
266,784722,SK_MEL_5
198,683558,DU_145
167,627505,NCI_H522
27,71795,HS578T
192,681645,NCI_ADR_RES
152,606499,T47D
204,706744,SF_295
184,681637,EKVX
203,702294,SF_539
17,27640,TK_10
226,752840,T47D
39,95466,COLO205
235,755985,RPMI_8226
231,754771,UACC_62
180,681633,A549
211,724998,TK_10
15,26271,CAKI_1
252,759195,HL_60
192,681645,OVCAR_4
115,326231,ACHN
125,352122,BT_549
234,755880,UACC_62
85,218321,CCRF_CEM
163,618939,TK_10
101,279836,TK_10
178,673596,UO_31
177,656889,HS578T
63,135758,SW_620
75,163501,SK_OV_3
45,105132,M14
179,681632,UACC_257
66,141540,SK_MEL_2
221,737518,M14
9,8806,KM12
13,24559,SK_MEL_2
163,618939,EKVX
182,681635,BT_549
206,709237,CCRF_CEM
124,351710,K_562
28,71851,K_562
4,1390,MCF7
254,759614,COLO205
242,757804,MOLT_4
58,132313,HCC_2998
87,241240,RXF_393
246,758423,NCI_H460
229,754365,SNB_75
153,606869,DU_145
258,760764,HCT_15
152,606499,PC_3
110,303812,CCRF_CEM
100,276382,NCI_H226
129,354646,RXF_393
232,755384,SK_MEL_28
127,353451,SN12C
234,755880,LOXIMVI
68,143020,LOXIMVI
223,740521,T47D
47,107392,OVCAR_3
99,271674,HS578T
173,638066,HCT_15
253,759263,OVCAR_4
13,24559,KM12
156,609699,BT_549
101,279836,NCI_H23
91,256439,NCI_H522
204,706744,RPMI_8226
142,526598,PC_3
194,682298,DU_145
76,164011,HOP_62
124,351710,MALME_3M
23,56410,SR
143,603071,EKVX
18,32065,NCI_H522
93,256942,SW_620
96,267469,UACC_62
165,623017,MALME_3M
95,266046,OVCAR_5
105,295500,SNB_75
95,266046,OVCAR_8
113,314622,CCRF_CEM
111,308847,OVCAR_8
184,681637,UACC_257
151,606498,COLO205
175,639186,MOLT_4
226,752840,M14
172,637651,MDA_N
41,100880,NCI_H460
239,757087,PC_3
113,314622,SF_539
4,1390,SR
58,132313,HS578T
7,3088,COLO205
85,218321,RPMI_8226
146,603077,MOLT_4
196,683556,SK_MEL_2
66,141540,SK_MEL_28
